# Which MSigDB terms the Metabolic collection is made of.
#
# One term per line: MSigDB systematic id, tab, category. A line beginning "!"
# is a term that was JUDGED AND LEFT OUT on purpose — it is recorded so that
# derive-metabolic.mjs's staleness check can tell "nobody has looked at this
# yet" from "somebody looked and said no", and so the second is arguable in a
# diff rather than invisible.
#
# HOW THIS WAS MADE
#
# Every one of the 15,646 term names in the pathway and ontology collections was
# read and judged against written criteria — the union across human and mouse,
# since they share systematic ids, so each term is decided once. It replaced a
# name-matching vocabulary, which is only ever as good as the correlation
# between what a pathway is called and what it is about. That correlation fails
# exactly where it matters: the vocabulary missed KEGG_PENTOSE_AND_
# GLUCURONATE_INTERCONVERSIONS, a metabolic map with no metabolic word in it;
# REACTOME_COMPLEX_I_BIOGENESIS and REACTOME_MITOCHONDRIAL_BIOGENESIS;
# KEGG_INSULIN_SIGNALING_PATHWAY and KEGG_PPAR_SIGNALING_PATHWAY, whose whole
# subject is metabolic control; and KEGG_TYPE_II_DIABETES_MELLITUS. No
# vocabulary catches those without catching half of signalling with them.
#
# WHAT COUNTS AS METABOLIC
#
# The biochemistry of small molecules — synthesis, breakdown, interconversion —
# energy metabolism, redox and one-carbon, storage and mobilisation, the
# transport of metabolites, the pathways that REGULATE metabolism, metabolic
# disease, metabolic enzyme activities, and the compartments that exist to do
# metabolism. Not: macromolecule turnover, which GO also calls metabolism
# (protein, RNA and DNA metabolic processes, translation, proteasome); the
# top-of-hierarchy terms that cover everything; or signalling and development
# where a metabolite is incidental.
#
# ONE STATEMENT, ONE SET
#
# The library said "oxidative phosphorylation" 60 times over, in 60 sets
# that are the same claim at different resolutions — every electron-transfer
# step, every respiratory complex's assembly, each database's own copy. That is
# 60 rows in a results table for one finding and 60 of the tests the
# Benjamini-Hochberg correction is spread across. The family is consolidated to
# four: Hallmark's and KEGG's oxidative phosphorylation, Reactome's aerobic
# respiration, and mitochondrial biogenesis, which is a different question from
# respiring. Terms whose subject is another family that merely happens in the
# mitochondrion — beta-oxidation, the TCA cycle, iron-sulfur clusters,
# mitochondrial fatty acid synthesis — stay with their own kind.
#
# Ribosomes and translation needed no consolidation: they are macromolecule
# turnover and the criteria never admitted them. The one survivor,
# GOBP_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS, is genuine small-molecule
# metabolism and is named for what it is NOT.
#
# 2813 terms included, 428 recorded as deliberately excluded.

GOMF_FATTY_ACYL_COA_SYNTHASE_ACTIVITY	lipid
GOMF_FERROUS_IRON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_FLAVIN_ADENINE_DINUCLEOTIDE_BINDING	cofactor
GOMF_FLIPPASE_ACTIVITY	lipid
GOMF_FLOPPASE_ACTIVITY	lipid
GOMF_FMN_BINDING	cofactor
GOMF_FOLIC_ACID_BINDING	cofactor
GOMF_FOLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	cofactor
GOMF_FRUCTOSE_2_6_BISPHOSPHATE_2_PHOSPHATASE_ACTIVITY	carbohydrate
GOMF_FRUCTOSE_BISPHOSPHATE_ALDOLASE_ACTIVITY	carbohydrate
GOMF_FRUCTOSE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	carbohydrate
GOMF_FUCOSYLTRANSFERASE_ACTIVITY	carbohydrate
GOMF_GALACTOSE_3_O_SULFOTRANSFERASE_ACTIVITY	carbohydrate
GOMF_GALACTOSE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	carbohydrate
GOMF_GALACTOSIDASE_ACTIVITY	carbohydrate
GOMF_GALACTOSYLTRANSFERASE_ACTIVITY	carbohydrate
GOMF_GAMMA_AMINOBUTYRIC_ACID_SODIUM_CHLORIDE_SYMPORTER_ACTIVITY	transport
GOMF_GAMMA_AMINOBUTYRIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_GERANYLGERANYL_REDUCTASE_ACTIVITY	lipid
GOMF_GLCNAC_2_PP_DOL_MANNOSYLTRANSFERASE_ACTIVITY	carbohydrate
GOMF_GLUCOKINASE_ACTIVITY	carbohydrate
GOMF_GLUCOSIDASE_ACTIVITY	carbohydrate
GOMF_GLUCOSYLTRANSFERASE_ACTIVITY	carbohydrate
GOMF_GLUCURONIDASE_ACTIVITY	xenobiotic
GOMF_GLUCURONOSYLTRANSFERASE_ACTIVITY	xenobiotic
GOMF_GLUTAMATE_SODIUM_SYMPORTER_ACTIVITY	amino-acid
GOMF_GLUTATHIONE_BINDING	redox
GOMF_GLUTATHIONE_DISULFIDE_OXIDOREDUCTASE_ACTIVITY	redox
GOMF_GLUTATHIONE_HYDROLASE_ACTIVITY	redox
GOMF_GLUTATHIONE_PEROXIDASE_ACTIVITY	redox
GOMF_GLUTATHIONE_TRANSFERASE_ACTIVITY	redox
GOMF_GLUTATHIONE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	redox
GOMF_GLYCEROL_CHANNEL_ACTIVITY	lipid
GOMF_GLYCEROL_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	lipid
GOMF_GLYCEROPHOSPHODIESTER_PHOSPHODIESTERASE_ACTIVITY	lipid
GOMF_GLYCEROPHOSPHOLIPID_FLIPPASE_ACTIVITY	lipid
GOMF_GLYCINE_N_ACYLTRANSFERASE_ACTIVITY	amino-acid
GOMF_GLYCINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_GLYCOGEN_BINDING	storage
GOMF_GLYCOSYLCERAMIDASE_ACTIVITY	lipid
GOMF_GLYCOSYLTRANSFERASE_ACTIVITY	carbohydrate
GOMF_GMP_KINASE_ACTIVITY	nucleotide
GOMF_GUANINE_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	nucleotide
GOMF_HEME_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	cofactor
GOMF_HEXOKINASE_ACTIVITY	carbohydrate
GOMF_HEXOSAMINIDASE_ACTIVITY	carbohydrate
GOMF_HEXOSE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	carbohydrate
GOMF_HEXOSYLTRANSFERASE_ACTIVITY	carbohydrate
GOMF_HYALURONONGLUCOSAMINIDASE_ACTIVITY	carbohydrate
GOMF_HYDRO_LYASE_ACTIVITY	enzyme
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS	enzyme
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDES	enzyme
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDINES	nucleotide
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_LINEAR_AMIDES	enzyme
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_LINEAR_AMIDINES	enzyme
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ETHER_BONDS	enzyme
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS	carbohydrate
GOMF_HYDROLASE_ACTIVITY_HYDROLYZING_N_GLYCOSYL_COMPOUNDS	carbohydrate
GOMF_HYDROLASE_ACTIVITY_HYDROLYZING_O_GLYCOSYL_COMPOUNDS	carbohydrate
GOMF_HYDROPEROXY_ICOSATETRAENOATE_DEHYDRATASE_ACTIVITY	lipid
GOMF_HYDROXYMETHYL_FORMYL_AND_RELATED_TRANSFERASE_ACTIVITY	cofactor
GOMF_ICOSANOID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	lipid
GOMF_IDP_PHOSPHATASE_ACTIVITY	nucleotide
GOMF_INORGANIC_DIPHOSPHATE_PHOSPHATASE_ACTIVITY	energy
GOMF_INOSITOL_1_3_4_5_6_PENTAKISPHOSPHATE_KINASE_ACTIVITY	lipid
GOMF_INOSITOL_1_3_4_5_TETRAKISPHOSPHATE_5_PHOSPHATASE_ACTIVITY	lipid
GOMF_INOSITOL_1_4_5_TRISPHOSPHATE_5_PHOSPHATASE_ACTIVITY	lipid
GOMF_INOSITOL_BISPHOSPHATE_PHOSPHATASE_ACTIVITY	lipid
GOMF_INOSITOL_HEXAKISPHOSPHATE_5_KINASE_ACTIVITY	lipid
GOMF_INOSITOL_HEXAKISPHOSPHATE_KINASE_ACTIVITY	lipid
GOMF_INOSITOL_PHOSPHATE_KINASE_ACTIVITY	lipid
GOMF_INOSITOL_PHOSPHATE_PHOSPHATASE_ACTIVITY	lipid
GOMF_INOSITOL_POLYPHOSPHATE_5_PHOSPHATASE_ACTIVITY	lipid
GOMF_INOSITOL_TETRAKISPHOSPHATE_PHOSPHATASE_ACTIVITY	lipid
GOMF_INOSITOL_TRISPHOSPHATE_KINASE_ACTIVITY	lipid
GOMF_INOSITOL_TRISPHOSPHATE_PHOSPHATASE_ACTIVITY	lipid
GOMF_INSULIN_RECEPTOR_ACTIVITY	regulation
GOMF_INSULIN_RECEPTOR_BINDING	regulation
GOMF_INSULIN_RECEPTOR_SUBSTRATE_BINDING	regulation
GOMF_INTRAMEMBRANE_LIPID_TRANSPORTER_ACTIVITY	lipid
GOMF_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY	enzyme
GOMF_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY_INTERCONVERTING_ALDOSES_AND_KETOSES	carbohydrate
GOMF_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY_INTERCONVERTING_KETO_AND_ENOL_GROUPS	enzyme
GOMF_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY_TRANSPOSING_C_C_BONDS	enzyme
GOMF_INTRAMOLECULAR_PHOSPHOTRANSFERASE_ACTIVITY	energy
GOMF_INTRAMOLECULAR_TRANSFERASE_ACTIVITY	enzyme
GOMF_IODIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_IRON_CHAPERONE_ACTIVITY	transport
GOMF_IRON_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_ISOCITRATE_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY	energy
GOMF_KETOSTEROID_MONOOXYGENASE_ACTIVITY	lipid
GOMF_L_2_HYDROXYCARBOXYLATE_DEHYDROGENASE_NADPLUS_ACTIVITY	enzyme
GOMF_L_ALANINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_L_AMINO_ACID_N_ACETYLTRANSFERASE_ACTIVITY	amino-acid
GOMF_L_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_L_ARGININE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_L_ASCORBIC_ACID_BINDING	cofactor
GOMF_L_ASPARTATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_L_CYSTEINE_S_CONJUGATE_N_ACETYLTRANSFERASE_ACTIVITY	xenobiotic
GOMF_L_GLUTAMATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_L_GLUTAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_L_HISTIDINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_L_LEUCINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_L_LYSINE_N_ACETYLTRANSFERASE_ACTIVITY_ACTING_ON_ACETYL_PHOSPHATE_AS_DONOR	amino-acid
GOMF_L_LYSINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_L_ORNITHINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_L_PROLINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_L_SERINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_LACTATE_DEHYDROGENASE_ACTIVITY	energy
GOMF_LACTATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	energy
GOMF_LEUKOTRIENE_B4_20_MONOOXYGENASE_ACTIVITY	lipid
GOMF_LEUKOTRIENE_C4_GAMMA_GLUTAMYL_TRANSFERASE_ACTIVITY	lipid
GOMF_LEUKOTRIENE_C4_SYNTHASE_ACTIVITY	lipid
GOMF_LIGASE_ACTIVITY_FORMING_CARBON_CARBON_BONDS	energy
GOMF_LINOLEIC_ACID_EPOXYGENASE_ACTIVITY	lipid
GOMF_LIPASE_ACTIVATOR_ACTIVITY	lipid
GOMF_LIPASE_ACTIVITY	lipid
GOMF_LIPASE_INHIBITOR_ACTIVITY	lipid
GOMF_LIPID_KINASE_ACTIVITY	lipid
GOMF_LIPID_PHOSPHATASE_ACTIVITY	lipid
GOMF_LIPID_TRANSFER_ACTIVITY	lipid
GOMF_LIPID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	lipid
GOMF_LIPID_TRANSPORTER_ACTIVITY	lipid
GOMF_LIPOPROTEIN_LIPASE_ACTIVITY	lipid
GOMF_LIPOPROTEIN_PARTICLE_RECEPTOR_ACTIVITY	lipid
GOMF_LONG_CHAIN_FATTY_ACID_COA_LIGASE_ACTIVITY	lipid
GOMF_LONG_CHAIN_FATTY_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	lipid
GOMF_LONG_CHAIN_FATTY_ACYL_COA_HYDROLASE_ACTIVITY	lipid
GOMF_LONG_CHAIN_FATTY_ACYL_COA_OXIDASE_ACTIVITY	lipid
GOMF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_ACTIVITY	lipid
GOMF_LYSOPHOSPHATIDIC_ACID_PHOSPHATASE_ACTIVITY	lipid
GOMF_LYSOPHOSPHOLIPASE_ACTIVITY	lipid
GOMF_LYSOPHOSPHOLIPID_ACYLTRANSFERASE_ACTIVITY	lipid
GOMF_MAGNESIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_MALATE_DEHYDROGENASE_ACTIVITY	energy
GOMF_MANGANESE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_MANNOSIDASE_ACTIVITY	carbohydrate
GOMF_MANNOSYL_OLIGOSACCHARIDE_1_2_ALPHA_MANNOSIDASE_ACTIVITY	carbohydrate
GOMF_MANNOSYL_OLIGOSACCHARIDE_MANNOSIDASE_ACTIVITY	carbohydrate
GOMF_MANNOSYLTRANSFERASE_ACTIVITY	carbohydrate
GOMF_MEDIUM_CHAIN_FATTY_ACID_COA_LIGASE_ACTIVITY	lipid
GOMF_METAL_CLUSTER_BINDING	cofactor
GOMF_MODIFIED_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_MOLYBDENUM_ION_BINDING	cofactor
GOMF_MOLYBDOPTERIN_COFACTOR_BINDING	cofactor
GOMF_MONOACYLGLYCEROL_LIPASE_ACTIVITY	lipid
GOMF_MONOAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_MONOCARBOXYLATE_SODIUM_SYMPORTER_ACTIVITY	energy
GOMF_MONOCARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_MONOOXYGENASE_ACTIVITY	enzyme
GOMF_N_ACYLSPHINGOSINE_AMIDOHYDROLASE_ACTIVITY	lipid
GOMF_N_N_DIMETHYLANILINE_MONOOXYGENASE_ACTIVITY	xenobiotic
GOMF_NAD_BINDING	redox
GOMF_NAD_P_H_DEHYDROGENASE_QUINONE_ACTIVITY	redox
GOMF_NAD_P_H_OXIDASE_H2O2_FORMING_ACTIVITY	redox
GOMF_NAD_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_NADH_BINDING	redox
GOMF_NADH_DEHYDROGENASE_ACTIVITY	energy
GOMF_NADH_DEHYDROGENASE_UBIQUINONE_ACTIVITY	energy
GOMF_NADP_BINDING	redox
GOMF_NADPH_BINDING	redox
GOMF_NADPH_DEHYDROGENASE_ACTIVITY	redox
GOMF_NADPLUS_BINDING	redox
GOMF_NADPLUS_NUCLEOSIDASE_ACTIVITY_CYCLIC_ADP_RIBOSE_GENERATING	redox
GOMF_NADPPLUS_BINDING	redox
GOMF_NEUROTRANSMITTER_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_NEUTRAL_L_AMINO_ACID_SODIUM_SYMPORTER_ACTIVITY	transport
GOMF_NEUTRAL_L_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_NITRITE_REDUCTASE_ACTIVITY	enzyme
GOMF_NUCLEOBASE_CONTAINING_COMPOUND_KINASE_ACTIVITY	nucleotide
GOMF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_NUCLEOBASE_MONOATOMIC_CATION_SYMPORTER_ACTIVITY	transport
GOMF_NUCLEOBASE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_NUCLEOSIDE_DIPHOSPHATE_KINASE_ACTIVITY	nucleotide
GOMF_NUCLEOSIDE_DIPHOSPHATE_PHOSPHATASE_ACTIVITY	nucleotide
GOMF_NUCLEOSIDE_KINASE_ACTIVITY	nucleotide
GOMF_NUCLEOSIDE_MONOPHOSPHATE_KINASE_ACTIVITY	nucleotide
GOMF_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_NUCLEOSIDE_TRIPHOSPHATE_DIPHOSPHATASE_ACTIVITY	nucleotide
GOMF_NUCLEOTIDASE_ACTIVITY	nucleotide
GOMF_NUCLEOTIDE_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_OLIGOPEPTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_ORGANIC_ACID_SODIUM_SYMPORTER_ACTIVITY	transport
GOMF_ORGANOPHOSPHATE_ESTER_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_ORGANOPHOSPHATE_PHOSPHATE_ANTIPORTER_ACTIVITY	transport
GOMF_ORNITHINE_DECARBOXYLASE_REGULATOR_ACTIVITY	regulation
GOMF_OXALATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_OXIDOREDUCTASE_ACTIVITY	redox
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_DISULFIDE_AS_ACCEPTOR	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_NAD_P_AS_ACCEPTOR	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_OXYGEN_AS_ACCEPTOR	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OR_CH2_GROUPS	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OR_CH2_GROUPS_DISULFIDE_AS_ACCEPTOR	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OR_CH2_GROUPS_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_METAL_IONS	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_METAL_IONS_NAD_OR_NADP_AS_ACCEPTOR	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_METAL_IONS_OXYGEN_AS_ACCEPTOR	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H	redox
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_HEME_PROTEIN_AS_ACCEPTOR	redox
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_OXYGEN_AS_ACCEPTOR	redox
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR	redox
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_OTHER_NITROGENOUS_COMPOUNDS_AS_DONORS	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_OTHER_NITROGENOUS_COMPOUNDS_AS_DONORS_CYTOCHROME_AS_ACCEPTOR	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_ANOTHER_COMPOUND_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_NAD_P_H_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_ASCORBATE_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_FLAVIN_OR_FLAVOPROTEIN_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_IRON_SULFUR_PROTEIN_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_PTERIDINE_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_OXIDATION_OF_A_PAIR_OF_DONORS_RESULTING_IN_THE_REDUCTION_OF_MOLECULAR_OXYGEN_TO_TWO_MOLECULES_OF_WATER	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PEROXIDE_AS_ACCEPTOR	redox
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_SINGLE_DONORS_WITH_INCORPORATION_OF_MOLECULAR_OXYGEN	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_DISULFIDE_AS_ACCEPTOR	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_OXYGEN_AS_ACCEPTOR	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS_OXYGEN_AS_ACCEPTOR	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS_QUINONE_OR_RELATED_COMPOUND_AS_ACCEPTOR	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS_WITH_A_FLAVIN_AS_ACCEPTOR	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH2_GROUP_OF_DONORS	enzyme
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH2_GROUP_OF_DONORS_OXYGEN_AS_ACCEPTOR	enzyme
GOMF_OXIDOREDUCTION_DRIVEN_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	energy
GOMF_OXO_ACID_LYASE_ACTIVITY	enzyme
GOMF_P_TYPE_PROTON_EXPORTING_TRANSPORTER_ACTIVITY	energy
GOMF_PEPTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_PEROXIREDOXIN_ACTIVITY	redox
GOMF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_BINDING	regulation
GOMF_PHOSPHATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_PHOSPHATIDATE_PHOSPHATASE_ACTIVITY	lipid
GOMF_PHOSPHATIDIC_ACID_TRANSFER_ACTIVITY	lipid
GOMF_PHOSPHATIDYLCHOLINE_FLIPPASE_ACTIVITY	lipid
GOMF_PHOSPHATIDYLCHOLINE_FLOPPASE_ACTIVITY	lipid
GOMF_PHOSPHATIDYLCHOLINE_STEROL_O_ACYLTRANSFERASE_ACTIVATOR_ACTIVITY	regulation
GOMF_PHOSPHATIDYLCHOLINE_TRANSFER_ACTIVITY	lipid
GOMF_PHOSPHATIDYLCHOLINE_TRANSPORTER_ACTIVITY	transport
GOMF_PHOSPHATIDYLETHANOLAMINE_FLIPPASE_ACTIVITY	lipid
GOMF_PHOSPHATIDYLINOSITOL_3_4_5_TRISPHOSPHATE_3_PHOSPHATASE_ACTIVITY	lipid
GOMF_PHOSPHATIDYLINOSITOL_3_4_5_TRISPHOSPHATE_5_PHOSPHATASE_ACTIVITY	lipid
GOMF_PHOSPHATIDYLINOSITOL_3_5_BISPHOSPHATE_3_PHOSPHATASE_ACTIVITY	lipid
GOMF_PHOSPHATIDYLINOSITOL_3_5_BISPHOSPHATE_5_PHOSPHATASE_ACTIVITY	lipid
GOMF_PHOSPHATIDYLINOSITOL_3_5_BISPHOSPHATE_PHOSPHATASE_ACTIVITY	lipid
